ISSUER_ID,ISSUER_NAME,LOCATION_NAME,LOCATION_ADDRESS,LATITUDE,LONGITUDE,COUNTRY,COUNTRY_ISO3,POSTCODE,STATE,CITY,SOURCE_URL,SOURCE_TYPE,ACTIVITY_AT_SOURCE,coord_source,LOCATION_NAME_NATIVE,LOCATION_ADDRESS_NATIVE
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Wanbo Plaza Store),"Area A, 6th Floor, Wanbo Plaza, No. 99 Chaoyang North Street, Jingxiu District, Baoding City, Hebei Province",38.876354615135,115.469857467949,China,CHN,,,Baoding City,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（万博广场店）,河北省保定市竞秀区朝阳北大街99号万博广场6层A区
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Beiguo Xiantianxia Store),"Shop No. 1, 7th Floor, Beiguo Xiantianxia Plaza, No. 799 Chaoyang North Street, Jingxiu District, Baoding City, Hebei Province",38.890025520921,115.470260909484,China,CHN,,,Baoding City,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（北国先天下店）,河北省保定市竞秀区朝阳北大街799号北国先天下广场7层1号商铺
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Future Stone Wanda Plaza Store),"Main Level 4, Future Stone Wanda Plaza, No. 1999, Qiyi East Road, Lianchi District, Baoding City, Hebei Province",38.880116405886,115.559491484034,China,CHN,,,Baoding City,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（未来石万达广场店）,河北省保定市莲池区七一东路1999号未来石万达广场4层次主1
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hotpot (Dingzhou Wanda Store),"4F-Sub-Main 6, Wanda Plaza, No. 128 Beimen Street, Beicheng District, Dingzhou City",38.528457607475,115.008996945449,China,CHN,,,Baoding City,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（定州万达店）,定州市北城区北门街128号万达广场4F-次主6
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Zhonglou Haiyue Shopping Plaza Store),"Shop No. 535, 5th Floor, Bell Tower Haiyue Shopping Plaza, No. 985 North Second Ring Road, Lianchi District, Baoding City, Hebei Province",38.912529574768,115.511947584519,China,CHN,,,Baoding City,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（钟楼海悦购物广场店）,河北省保定市莲池区北二环985号钟楼海悦购物广场5层535号商铺
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Huiyou Shopping Center Store),"Shop D-A-65, 4th Floor, Huiyou Shopping Center, No. 106 Aowei Road, Rongcheng Town, Rongcheng County, Baoding City, Hebei Province",39.043090293066,115.863935676294,China,CHN,,,Baoding City,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（惠友购物中心店）,河北省保定市容城县容城镇奥威路106号惠友购物中心四层D-A-65号商铺
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Enterprise Hot Pot (Love Plaza Store),"5F, Baoding Love Plaza, No. 2188 Chaoyang South Street, Lianchi District, Baoding City, Hebei Province 502-5019-5020",38.820896731426,115.463503746919,China,CHN,,,Baoding City,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞企业火锅（爱情广场店）,河北省保定市莲池区朝阳南大街2188号保定爱情广场5F502-5019-5020
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Camping Hot Pot (Huiyou Plaza Store),"Fifth Floor, Huiyou Shopping Plaza, Taoyuan Street, Mancheng District, Baoding City, Hebei Province",38.9479745462,115.346107338075,China,CHN,,,Baoding City,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞露营火锅（惠友广场店）,河北省保定市满城区桃源街惠友购物广场五楼
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (He'an Ning Chuncheng Store),"6th Floor, No. 128 Beijing Road, He Anning Chuncheng Store, Haicheng District, Beihai City",21.459646329774,109.12562618305,China,CHN,,,Beihai City,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（和安宁春城店）,北海市海城区北京路128号和安宁春城0601号6层
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Beihai Wanda Plaza Store),"No. 1, 4F Shop, 4F, Wanda Plaza, No. 225 Guangdong South Road, Yinhai District, Beihai City",21.428050018414,109.13702352523,China,CHN,,,Beihai City,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（北海万达广场店）,北海市银海区广东南路225号万达广场4F商铺4F次主1号
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Camping Hot Pot (Hepu Commercial Center Store),"Shop No. 3F-2, Commercial Center, No. 55 Chegoudi, Lianzhou Town, Hepu County, Beihai City, Guangxi Zhuang Autonomous Region",21.6620250165,109.207234455872,China,CHN,,,Beihai City,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞露营火锅（合浦商业中心店）,广西壮族自治区北海市合浦县廉州镇车沟底55号之一商业中心3F-2号商铺
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Mudanyuan Branch),"No. 2 Huayuan East Road, Haidian District, Beijing (North of Mudan Hotel)",39.97889727935,116.368481673713,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（牡丹园店）,北京市海淀区花园东路2号(牡丹宾馆北)
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Xidan Store),"7th Floor, Xidan Wedding Building, No. 109 Xidan North Street, Xicheng District, Beijing (opposite Xidan Shopping Mall)",39.914250030465,116.373152519183,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（西单店）,北京市西城区西单北大街109号西单婚庆大楼7层(西单商场对面)
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Dayue Chunfengli Store),"7F-01, 11, 7th Floor (07), Building 38, Huangcun East Street, Daxing District, Beijing",39.72535038503,116.335945265978,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（大悦春风里店）,北京市大兴区黄村东大街38号楼7层（07）内7F-01、11
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Jinyu Jiapin Store),"Shops L401, L402, and L423 on the fourth floor of Jinyu Jiapin, Dongbazhong Road, Chaoyang District, Beijing",39.951556783428,116.547591172601,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（金隅嘉品店）,北京市朝阳区东坝中路金隅嘉品四层L401、L402、L423号商铺
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Yuemao Store),"Wenlong Homestead Sili, Haidian District, Beijing",40.043477092354,116.349359829647,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（悦茂店）,北京市海淀区文龙家园四里
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Zhongfa Baiwang Mall Store),"Shop No. 4000-4003/room, fourth floor, Zhongfa Baiwang Mall, No. 18 Yuanmingyuan West Road, Haidian District, Beijing",40.022734459349,116.270153159826,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（中发百旺商城店）,北京市海淀区圆明园西路18号中发百旺商场四层4000-4003号/室商铺
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Xizhimen CapitaMALL Store),"6th Floor, CapitaMall, Xizhimenwai Street, Xicheng District, Beijing",39.941587534221,116.352918101319,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（西直门凯德MALL店）,北京市西城区西直门外大街凯德MALL6楼
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Xiangyun Town Store),"Room 402, 4th Floor, Building 9, No. 9, Antai Street, Konggang Street, Shunyi District, Beijing",40.089689080354,116.536735786681,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（祥云小镇店）,北京市顺义区空港街道安泰大街9号院9号楼4层402
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Xinchenli Store),"Haidilao, 4th Floor, Building 1, No. 8, Beichen East Road, Chaoyang District, Beijing",39.991682711596,116.406396467831,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（新辰里店）,北京市朝阳区北辰东路8号院1号楼4层海底捞
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Shijingshan Wanda Store),"4th Floor, Building C, Wanda Plaza, No. 18 Shijingshan Road B, Shijingshan District, Beijing (i.e. Babaoshan Subway Station on Line 1)",39.905603079015,116.224462005321,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（石景山万达店）,北京市石景山区石景山路乙18号万达广场c栋4层(即1号线八宝山地铁站)
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Youtang Shopping Center Store),"5th Floor, Youtang Shopping Center, Building 2, Sanfeng Beili, Chaoyang District, Beijing",39.921390331167,116.44037114849,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（悠唐购物中心店）,北京市朝阳区三丰北里2号楼悠唐购物中心5层
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Qingnian Road Store),"No. 105, 106, 107, Floor 1, Building 2, No. 1 Xili Yard, Qingnian Road, Chaoyang District, Beijing",39.935553866254,116.516396806332,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（青年路店）,北京市朝阳区青年路西里1号院2号楼1层105、106、107号
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Link Exhibition Jingtong Store),"4th Floor, No. 9, Jiusheshu Middle Street, Liyuan Town, Tongzhou District, Beijing",39.8892544818,116.659229869959,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（领展·京通店）,北京市通州区梨园镇九棵树中街9号4层
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hotpot (Huaifang Wanda Store),"3F, Wanda Plaza, No. 39 Nanyuan West Road, Fengtai District, Beijing",39.814910976898,116.367270291358,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（槐房万达店）,北京市丰台区南苑西路39号万达广场3F
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Guang'anmenwai Street Store),"No. 402, 4th Floor, Building 7, West District, Guangyuan Community, No. 305 Guang'anmenwai Street, Xicheng District, Beijing",39.891769041422,116.334333652769,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（广安门外大街店）,北京市西城区广安门外大街305号院广源小区西区7号楼4层402号
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hotpot (first opened Tongzhou Wanxianghui store),"L701, L702, L703, 7th Floor, No. 51 Yuhe East Street, Tongzhou District, Beijing",39.904518974182,116.734375625711,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（首开通州万象汇店）,北京市通州区运河东大街51号7层L701、L702、L703
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Fangshan Xiyuetian Street Store),"Haidilao on the sixth floor of Building B, Xiyuetian Street, Fangshan, Beijing",39.733697062438,116.185313521551,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（房山熙悦天街店）,北京房山熙悦天街B馆六层海底捞
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Shahe Wanda Plaza Store),"Room 501, 5th Floor, Building 1, No. 10 Leye Road, Changping District, Beijing, Primary and Secondary 1",40.108275035186,116.314336090687,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（沙河万达广场店）,北京市昌平区乐业路10号1号楼5层501主次1
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Zhenxuan Store,"Hanwei Building, No. 7 Guanghua Road, Hujialou Street, Chaoyang District, Beijing",39.914026132258,116.454658591632,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞•臻选店,北京市朝阳区呼家楼街道光华路7号汉威大厦
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Haidian Joy City Store),"5F-20/21, 5th Floor, Building 1, No. 8, Daniufang 2nd Lane, Haidian District, Beijing",40.091302845012,116.22926104851,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（海淀大悦城店）,北京市海淀区大牛房二巷8号院1号楼海淀大悦城5层5f-20/21
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Wangjing Wanxianghui Store),"Room 301, 3rd Floor, Building 3, No. 16 Guangshun North Street, Chaoyang District, Beijing",40.01106692915,116.468812992674,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（望京万象汇店）,北京市朝阳区广顺北大街16号院3号楼3层301
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Huiqin Shopping Center Store),"A309, 3rd Floor, Building 1, No. 86 Liuxiang Road, Fengtai District, Beijing",39.84329491565,116.423420124038,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（汇琴购物中心店）,北京市丰台区榴乡路86号院1号楼三层A309
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Chang Yingtian Street Night Supper Theme Store),"Haidilao Hot Pot on the 4th floor (4F-33, 4F-34) of Building 1, Changyingtian Street West Area, No. 1 Courtyard, Changtong Road, Chaoyang District, Beijing",39.924891094608,116.596522571681,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（长楹天街夜宵主题店）,北京市朝阳区常通路1号院1号楼长楹天街西区4层（4F-33、4F-34）海底捞火锅
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Community Store (Jiuyaoli Store),"Haidilao Community Store 101-6, 1st Floor, Building 5, No. 75 Lusong Street, Changping District, Beijing",40.145618736422,116.28119868209,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞社区店（玖耀里店）,北京市昌平区路松街75号院5号楼1层101-6海底捞社区店
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Cuiwei Road Store),"4th Floor, Impression City (formerly CapitaMall), No. 12 Cuiwei Road, Haidian District, Beijing",39.91269881384,116.302401067386,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（翠微路店）,北京市海淀区翠微路12号印象城（原凯德mall）4层
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Shanyefeng Store (Xisanqi Wanxianghui Store),"Room 101, 7th Floor, Building 1, No. 33 Building Materials City East Road, Haidian District, Beijing",40.061563457176,116.366750202558,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞山野风店（西三旗万象汇店）,北京市海淀区建材城东路33号院1号楼7层101
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Shangde Yintai Store),"L3019, L3020, L3021, 3rd Floor, Building 4, No. 19 Guangmao Street, Daxing District, Beijing",39.764038919309,116.346384272704,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（上德银泰店）,北京市大兴区广茂大街19号院4号楼3层L3019、L3020、L3021
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Fengke Wanda Plaza Store),"4F_B, Floor 101, Building 1, No. 6, Fengke Road, Fengtai District, Beijing",39.824278351382,116.29936501915,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（丰科万达广场店）,北京市丰台区丰科路6号院1号楼1至7层101内4层4F_B
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Huiduogang Store),"No. 4F-022b, 4th Floor, Huiduogang Shopping Center, Dougezhuang Huangchang West Road, Chaoyang District, Beijing",39.850268229589,116.550467385556,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（惠多港店）,北京市朝阳区豆各庄黄厂西路惠多港购物中心四层4F-022b号
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hotpot (Longfusi Branch),"No. D401, 4th Floor, No. 1, Longfusi Qian Street, Dongcheng District, Beijing",39.925344127032,116.415137441688,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（隆福寺店）,北京市东城区隆福寺前街1号4层D401号
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hotpot (Yuehui Plaza Night Supper Theme Store),"7th Floor, Yuehui Plaza, Nanhuan Road, Changping District, Beijing",40.212208365782,116.239301634905,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（悦荟广场夜宵主题店）,北京市昌平区南环路悦荟广场7楼
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hotpot (Beiyuan Tianjie Store),"Building B-5F-07, Building B-5F-08, Building 8, No. 19, Beiyuan East Road, Chaoyang District, Beijing",40.042768690889,116.438516767207,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（北苑天街店）,北京市朝阳区北苑东路19号院8号楼1至6层 101内5层B馆-5F-07、B馆-5F-08
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Wanliu Branch),"F5-07, 5th Floor, Building 1, No. 2 Bagou Road, Haidian District, Beijing",39.972985656523,116.294957095198,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（万柳店）,北京市海淀区巴沟路2号1幢五层F5-07
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Fenglan International Shopping Center Store),"3rd Floor, Building B, Fenglan International Shopping Center, No. 32 Xizhimen North Street, Haidian District, Beijing",39.9525318376,116.356523487892,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（枫蓝国际购物中心店）,北京市海淀区西直门北大街32号枫蓝国际购物中心B座3层
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hotpot (Tiantongyuan Hualian Store),"4th Floor, Hualian Tiantongyuan Shopping Center, Area F, Tiantong Zhongyuan, Changping District, Beijing",40.070303242162,116.413968661428,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（天通苑华联店）,北京市昌平区天通中苑F区华联天通苑购物中心4层
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Tayangong Kaidemao Mall Store),"B1 Floor, Kaide Building, Taiyangong New District, Chaoyang District, Beijing",39.971578991205,116.447459242766,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（太阳宫凯德茂mall店）,北京市朝阳区太阳宫新区凯德大厦B1层
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Shunyi Hualian Store),"5th Floor, BHG Mall, No. 8 Xinshun South Street, Shunyi District, Beijing",40.127715300875,116.651748970368,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（顺义华联店）,北京市顺义区新顺南大街8号BHG Mall5层
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Tongzhou Hualian Store),"F2, Hualian Shopping Mall, Building 14, Tianshi Mingyuan Community, Yangzhuang Beili, Tongzhou District, Beijing",39.904025906098,116.636049120173,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（通州华联店）,北京市通州区杨庄北里天时名苑小区14号楼华联商场F2
IID000000002921087,HAIDILAO INTERNATIONAL HOLDING LTD.,Haidilao Hot Pot (Shangdi Hualian Store),"4th Floor, Building 1, No. 1, Nongda South Road, Haidian District, Beijing",40.029029182729,116.311546901409,China,CHN,,,Beijing,https://www.haidilao.com/serve/storeSearch,COMPANY WEBSITE,Restaurant,Website,海底捞火锅（上地华联店）,北京市海淀区农大南路1号院1号楼上地华联购物中心4层
