ISSUER_ID,ISSUER_NAME,LOCATION_NAME,LOCATION_ADDRESS,LATITUDE,LONGITUDE,COUNTRY,COUNTRY_ISO3,POSTCODE,STATE,CITY,SOURCE_URL,SOURCE_TYPE,ACTIVITY_AT_SOURCE,coord_source
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Bangladesh,"Head Office (Dhaka), 19/2, West Panthapath, Salim Center, (3rd~5th & 7th floor), Dhanmondi, Dhaka-1205.",,,Bangladesh,,,,West Panthapath,https://www.asus.com/us/About_ASUS/Facilities-Branches/,COMPANY WEBSITE,Corporate Office / Branch,
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,India,"4C, Supreme Chambers, 17 18, Veera Desai Road, Industrial Area, Andheri West, Mumbai, Maharashtra 400072, <li>",,,India,,,,Supreme Chambers,https://www.asus.com/us/About_ASUS/Facilities-Branches/,COMPANY WEBSITE,Corporate Office / Branch,
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Sri Lanka,"302A, Galle Road, Colombo 04.",,,Sri Lanka,,,,Galle Road,https://www.asus.com/us/About_ASUS/Facilities-Branches/,COMPANY WEBSITE,Corporate Office / Branch,
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Turkey,"Alemdag Caddesi Masaldan Is Merkezi C Blok Daire1, Kisikli / Camlica / Uskudar / Istanbul",,,Turkey,,,,,https://www.asus.com/us/About_ASUS/Facilities-Branches/,COMPANY WEBSITE,Corporate Office / Branch,
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Vietnam,"110 Nguyen Chi Thanh, District 10, Ho Chi Minh City, Vietnam., Kisikli / Camlica / Uskudar / Istanbul",,,Vietnam,,,,Ho Chi Minh City,https://www.asus.com/us/About_ASUS/Facilities-Branches/,COMPANY WEBSITE,Corporate Office / Branch,
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Technical Support,"Hotline:, +86-21-34074610, (, 800-820-6655, ), Email:",,,,,,,,https://www.asus.com/us/About_ASUS/Facilities-Branches/,COMPANY WEBSITE,Corporate Office / Branch,
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUSTek UK Ltd.,"1st Floor, Focus 31, West Wing, Mark Road, Hemel Hempstead, HP2 7BW, United Kingdom",,,UK,,,,West Wing,https://www.asus.com/us/About_ASUS/Facilities-Branches/,COMPANY WEBSITE,Corporate Office / Branch,
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Nordic AB,"Finlandsgatan 16, 4 Tr., 16474 Kista, Sweden",,,,,,,Sweden,https://www.asus.com/us/About_ASUS/Facilities-Branches/,COMPANY WEBSITE,Corporate Office / Branch,
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Computer Czech Republic S.R.O.,"GEMINI BUILDING, NA PANKRACI 127, 140 00 PRAGUE 4, CZECH REPUBLIC",,,,,,,GEMINI BUILDING,https://www.asus.com/us/About_ASUS/Facilities-Branches/,COMPANY WEBSITE,Corporate Office / Branch,
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS COMPUTER GmbH (Germany),"Harkortstr. 21 - 23, 40880 Ratingen Deutschland, Deutschland 01805 / 010920 ( Mo-Fr / 9-17h ) 0,14€/min aus dem deutschen Festnetz, Deutschland 01805 / 010923 ( Mo-Fr / 10-17h ) 0,14€/min aus dem deutschen Festnetz",,,Germany,,,,,https://www.asus.com/us/About_ASUS/Facilities-Branches/,COMPANY WEBSITE,Corporate Office / Branch,
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS IBERICA S.L.,"C/ Plomo 5-7, 08038 Barcelona, Spain",,,Spain,,,,Spain,https://www.asus.com/us/About_ASUS/Facilities-Branches/,COMPANY WEBSITE,Corporate Office / Branch,
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Europe B.V.,"Technical Support, Notebook Hotline:, +31-(0)591-668190",,,,,,,Technical Support,https://www.asus.com/us/About_ASUS/Facilities-Branches/,COMPANY WEBSITE,Corporate Office / Branch,
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Loknath Enterprise,"Math Chowmohani, Jail Road, Agartala, Opposite HDFC Bank.",23.8316107,91.2908566,India,IND,799007,Tripura,Agartala,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store - IT Solution,"Manindra Apartment, 368 TG Road, Ker Chowmani, Ramnagar Agartala, Tripura 799001",23.826403,91.2818815,India,IND,799001,North East -  Tripura,,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -INFO SOLUTION SYSTEM,"KRISHNANAGAR, T.G.ROAD, KRISHNANAGAR, AGARTALA, West Tripura, Tripura, 799001",23.837993,91.2702631,India,IND,799001,Tripura,Agartala,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - G I Infotech,"G-45,Opp Hotel Regency, Zarkawt, Aizawl",23.7246822,92.7157866,India,IND,796001,Mizoram,Aizawal,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store-Waves Technologies,"No: TC 91/270(2), J14, Second Floor, Lulu International shopping malls Pvt Ltd, Akkulam, Anayara P O, Trivandrum, Kerala,",8.515376419405449,76.89769345651956,India,IND,695029,Kerala,Thiruvananthapuram,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -Waves Technologies -Karamana Trivandrum,"TC46/2294, Next to QRS Karamana Melarannur,Karamana, Trivandrum",8.481042763270175,76.96336272224585,India,IND,685002,Kerala,Thiruvananthapuram,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -Logtech Infoway,"Tc-2/209(8),Ebenezer Building,Opp Chaithanya Eye Hospital,Kesavadaaspuram 695004",8.5278359,76.938379,India,IND,695004,Kerala,Thiruvananthapuram,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Sunflower Electronics,"G-30,Chanmari,Aizawl",23.7421697,92.73568,India,IND,796007,Mizoram,Aizawal,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - QRS Retail,"Tc-25/2424-9, Raymond Building ,Mg Road 695001",8.4973018,76.9484624,India,IND,695001,Kerala,Thiruvananthapuram,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store -Oxygen the digital shop,"Oxygen Digital Tower , Pattom Palace Po , Pattom 695004",8.516961,76.943511,India,IND,695004,Kerala,Thiruvananthapuram,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -Act Automations,"No 174, SKP Building, opp. to union bank, Vadasery, Nagercoil, Tamil Nadu 629004",8.1926514,77.4300357,India,IND,629001,Tamil Nadu,Nagercoil,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -MANFRAME COMPUTERS PVT LTD -UDUPI,"Ground floor, Okude Tower, Udupi-Manipal Hwy, opposite to Bharath Petrol Bunk, Okude Layout, Kunjibettu, Udupi, Karnataka 576102",13.3459403,74.7584404,India,IND,576102,Karnataka,UDUPI,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive store -Ipex Technologies,"SANU PALACE, BASEMENT , PVS CIRCLE, MANGALORE, KARNATAKA, - 575003",12.8842699,74.8360918,India,IND,575003,Karnataka,Mangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,"Asus Exclusive Store -Indigo Data Service Pvt Ltd, Shimoga","Ground Floor Below Indian Overseas Bank, Savarline road, Shimoga, Karnataka 577201",13.932298,75.5698329,India,IND,577201,Karnataka,Shimoga,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Harsha Retail,"Milagres Jubilee Mall, Falnir Rd, opp. Milagres Church Hall, Hampankatta, Mangalore, Karnataka 575001",13.3423442,74.7190753,India,IND,575001,Karnataka,Mangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store -Harsha Udupi 3,"Near City Bus Stand, Udupi",13.344852510680964,74.74916953251575,India,IND,576101,Karnataka,UDUPI,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Reliance Digital(Udupi),"Vinayaka Arcade, Kalsanka, manipal Road, Udupi, Karnataka-576102",13.3457947,74.7534653,India,IND,576101,Karnataka,UDUPI,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Reliance Digital (City Center-M,"Sf16, 27A, 2Nd Floor, City Centre Mall, K SÂ Rao Road, Hampankatta 575001",12.871262,74.84268,India,IND,575001,Karnataka,Mangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Harsha fiza mall,"Harsha, Fiza by Nexus Mall, Mangaluru, Pandeshwar Road, Pandeshwar, Mangaluru, Karnataka",12.8576198,74.8382536,India,IND,575001,Karnataka,Mangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store - Reliance Digital Shimoga Bearys Mall,"No S9 to S11, Bearys City Center Mall, Ameer Ahamed Cir, Durgigudi, Shivamogga, Karnataka 577201",13.9298824,75.5739078,India,IND,577201,Karnataka,Shimoga,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -Ashwath Computers,"Ground Floor, Shop No, 584/1, nearby New Agarwal Bhavan, T. Dasarahalli, Bengaluru, Karnataka 560057",13.0418318,77.5154321,India,IND,560057,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Exclusive Store -Maxware Technologies,"Shop No 58, Second Floor, Mall of Asia, Byatarayanapura, Yelahanka, Nearby Shell Petrol Bunk, Bengaluru, Karnataka 560092",13.097698,77.59291110000001,India,IND,560092,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Exclusive Store-Systech IT Solutions,"No.12, New BEL Rd, Chikkamaranahalli, Amarjyothi Layout, Raj Mahal Vilas 2nd Stage, R.M.V. 2nd Stage, Bengaluru, Karnataka 560054",13.0394952,77.56401450000001,India,IND,560054,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Exclusive Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Pai international Peenya,"728, Tumkur Rd, Opposite Bharati Cinema, Prashanth Nagar, Peenya, Bengaluru, Karnataka 560057",13.040798,77.51706759999999,India,IND,560057,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store - Reliance Digital (Banaswadi),"No. 705 & 707, 1st Main Road, Ramamurthy Nagar, Outer Ring Road, OMBR Layout, Banaswadi, Bengaluru , Karnataka",13.0163134,77.6784812,India,IND,560043,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store-Reliance Digital Banaswadi,"705 and 707, Ramamurthi Nagar Main Rd, OMBR Layout, Banasawadi, Bengaluru, Karnataka 560043",13.0135357,77.6619286,India,IND,560044,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multistore-Croma SS Manor,"Ground and 1st Floor S S Manor Chelikere, Outer Ring Rd, Chikka Tayapa Kodandarama, Chikkatayappa Reddy Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",13.0258444,77.6409236,India,IND,560043,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Reliance Digital(CenturyCorbel),"Century Corbel, Sahakara Nagar, Main Road 560092",13.063651,77.591362,India,IND,560092,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multistore-Pai International R.T Nagar,"493, CBI Road Corner , Near HMT Ground, Gangenahalli , Bangalore - 560032",13.0243431,77.5940605,India,IND,560032,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store- Reliance Marathalli,"Radisson Blu, No 90/4, ARR Royal, Outer Ring Rd, next to Hotel, Marathahalli, Bengaluru, Karnataka 560037",12.9497536,77.6989318,India,IND,560037,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multistore-Pai International Indiranagar,"28/1A 100 Feet Road, Indiranagar Near CMH Road , Bangalore - 560038.",12.9783459,77.64078669999999,India,IND,560038,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Reliance Digital (BEL Rd),"No. 19 and 19A, New BEL Rd, Jaladarshini Layout, Mathikere, Bengaluru, Karnataka",13.0301712,77.5696918,India,IND,560094,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multistore-Croma Indiranagara,"767-767/1,hal 2nd Floor, 100 Feet Rd, Indiranagar, Bengaluru, Karnataka 560038",12.9705219,77.6410511,India,IND,560038,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store-Relaince Digital (Indiranagar).,"No 768, Sri Krishna Mansion, 12th Main, 768, 100 Feet Rd, HAL 2nd Stage, Stage 3, Indiranagar, Bengaluru, Karnataka 560038",12.963803,77.64132099999999,India,IND,560038,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Pai Internationa Marathahalli,"88, Outer Ring Rd, Munnekolla, Marathahalli, Bengaluru, Karnataka 560037",12.9911568,77.5941671,India,IND,560037,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store -  Sakshi Computer & Loptop Shoppee,"34/1, 1St Floor, St. John’S Road, Rukmani Colony, Sivanchetti Gardens,Bangalore-560 042",12.988666,77.5931039,India,IND,560052,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Reliance Digital Prestige Feroz,"No 74, Ground Floor, Prestige Feroz Bldg, Cunningham Rd, near Chandrika Hotel, Vasanth Nagar, Bengaluru, Karnataka 560052",12.9887938,77.592863,India,IND,560052,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Reliance Digital(Brigade Orion),"26/1 Orion mall brigade gateway,Dr Rajkumar road  rajajinagar, Bangalore",13.0110723,77.55499309999999,India,IND,560055,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store -Reliance Digital(Mantri Square),"Mantri Mall, Sampige Road, First Floor Shop No - 40, 41, 42, 43 & Second Floor Sf - 40, 41, Malleswaram 560003",12.991711,77.571223,India,IND,560003,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multistore-TechPoint Retail Pvt Ltd,"No. 19/10, Gunjur-doddakanneli road, carmelaram post,, opp. Dmart, Bangalore 560035.",12.904275,77.7043727,India,IND,560035,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multistore-Reliance Digital ND Elite Mall,"Reliancedigital Retail Ltd., ND Elite No. 871, 2nd Stage, Basaweshwarnagar, Dr Modi Hospital Road, WOC Road, Bengaluru 560086, Karnataka",12.9976631,77.5441298,India,IND,560086,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store - Reliance Digital ND Elite,"Elite No 871, 2nd Stage, Woc Road, Dr MC Modi Hospital Rd, Basaveshwar Nagar, Bengaluru, Karnataka 560086",12.9975549,77.5441,India,IND,560086,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multistore-Lulu connect1,"Opposite Sujatha Theatre, No 19/2, Part of CTS No 2, Mysore Deviation Road, Gopalapura, Ward No 96,Rajaji Nagar, Bengaluru – 560023",12.9812002,77.5637431,India,IND,560023,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store -Croma Jayanagar,"2nd Blk, Shravanees Krishna Mansion, PN 31, 100 Ft Ring Rd, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",12.9399756,77.58491,India,IND,560011,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multistore-Reliance Digital Ashoka Pillar,"Reliancedigitalexpress Retail Ltd.,  Municipal No.27/1, 100ft Road, 2nd Block, Jayanagar, Bangalore - 560011",12.9386677,77.58499139999999,India,IND,560011,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store -Pai International Jayanagar,"25, 100 Feet Road, Opp Rani Sarala Devi School,2nd Block, Jayanagar,Bangalore - 560011.",12.938378,77.584908,India,IND,560011,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multistore Reliance Digital-TTMC Vijayanagar,"Reliancedigital Retail Ltd., Traffic & Transit Management Centre, Vijayanagar, Bangalore 560040, Karnataka",12.96551,77.534707,India,IND,560040,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store -  Gigabyte Inc,"789,5Th Main,3Rd Cross, Vijayanagar, Bangalore",12.9680322,77.5304726,India,IND,560040,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Bytes Zone - Nimble IT Solutions ,"6, 6, 4th Cross Rd, opposite to BBMP Office, 7th Block West, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",12.9273243,77.5764277,India,IND,560070,Karnataka,Bengaluru,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store - Croma(Woody's),"Ground floor/First Floor ,Woodys ,45/1-1 17th Main,5th Cross,2nd Phase,Marenahalli Road,J.P Nagar",12.916597,77.591297,India,IND,560078,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multistore-Pai International Banashankari,"28, Kathriguppe Main Road, Banashankari 3rd Stage, 3rd Phase, Bangalore - 560085.",12.9306048,77.54337389999999,India,IND,560085,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store-Croma Banashankari,"S.R.P. Arcade, 30/31, 6th Phase, Outer Ring Rd, Banashankari 3rd Stage, Bengaluru, Karnataka 560085",12.9242725,77.5529644,India,IND,560085,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store - Croma Royal Meenakshi Mall Bannerghatta,"Unit No 1, Bannerghatta Rd, Hulimavu, Bengaluru, Karnataka 560076",12.8761666,77.59561440000002,India,IND,560076,Karnataka,Bengaluru,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,Asus Multi Store - Reliance Digital Neeladrinagar,"Khata No 184/163273, Ground Floor, Doddatogur, Begur Hobli,Neeladhri Nagar,Bengaluru - 560100",12.8405813,77.6506954,India,IND,560100,Karnataka,Bangalore,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
IID000000002141568,ASUSTEK COMPUTER INCORPORATION,ASUS Multi Store - Mccann Infosys,"347/45, Ground Floor, Rajesh Building, Lamington Road, Opposite Lamington Road Police Station, Mumbai, Maharashtra",18.9618411,72.8133825,India,IND,400007,Maharashtra,Mumbai,https://www.asus.com/in/microsite/shop-near-me/,COMPANY WEBSITE,Asus Multi-Brand Store,website
